Sets,Seasons_Encoded,GameRoundFases_Encoded,Encoded_Age_Difference_Interval,Encoded_Ranking_Difference_Interval,Encoded_Height_Difference_Interval,TieBreak,Tournament_Encoded,PlayerName_RecentPerformance_Encoded,Oponent_RecentPerformance_Encoded,H2H_Encoded,TimeDifference_Interval_Encoded,Present_Prize,Prize_Intervals_Encoded,PointDiff,Age_Difference
2,0,0,4,4,1,0,3,1,0,0,0,4661712.0,5,1,7.0
2,0,2,2,0,1,0,3,1,0,0,1,4661712.0,5,1,11.0
2,0,0,4,0,1,0,0,1,0,0,1,66000.0,3,1,9.0
2,0,1,4,2,1,1,4,1,0,0,2,66000.0,3,0,6.0
2,0,1,4,4,1,0,4,1,0,0,1,66000.0,3,0,6.0
2,0,0,1,3,1,0,4,1,0,0,1,66000.0,3,1,5.0
2,0,0,1,3,1,1,4,1,0,0,2,66000.0,3,0,4.0
2,0,0,1,2,1,0,4,1,0,0,1,66000.0,3,1,2.0
2,1,0,1,2,2,0,0,1,0,0,1,165000.0,4,0,2.0
2,1,0,1,2,1,0,0,1,0,0,1,165000.0,4,0,3.0
2,0,2,1,4,1,0,3,1,0,0,1,4374000.0,5,0,2.0
2,0,2,4,2,1,0,3,1,0,0,1,4374000.0,5,0,8.0
3,0,0,4,3,1,0,0,1,0,0,1,66000.0,3,0,7.0
3,0,1,1,2,1,0,0,1,0,0,1,47250.0,2,1,5.0
2,0,0,1,3,0,0,0,1,0,0,1,47250.0,2,0,4.0
2,0,0,1,3,2,0,0,1,0,0,1,47250.0,2,0,4.0
2,0,0,4,3,3,0,0,1,0,0,1,47250.0,2,0,7.0
2,0,0,4,3,4,0,3,1,0,0,1,4503600.0,5,1,8.0
2,0,0,1,1,4,0,2,1,0,0,1,2919000.0,5,0,4.0
2,2,0,4,1,4,0,3,1,0,0,1,0.0,6,0,7.0
2,2,0,1,4,1,1,3,1,0,0,2,0.0,6,0,3.0
2,0,0,1,0,3,0,2,1,0,0,1,703590.0,4,0,5.0
2,0,0,1,0,4,1,2,1,0,0,1,764750.0,4,0,4.0
2,1,1,1,2,1,1,4,1,1,0,3,24750.0,1,0,5.0
2,1,0,1,0,1,0,4,1,1,0,2,24750.0,1,1,3.0
2,1,0,1,3,1,0,4,1,1,0,2,24750.0,1,1,0.0
2,1,0,1,3,4,0,4,1,0,0,1,24750.0,1,0,2.0
3,1,1,4,4,4,0,4,1,0,0,1,25350.0,2,1,8.0
2,1,1,1,4,1,0,4,1,0,0,3,25350.0,2,1,4.0
2,1,0,1,2,1,0,4,1,0,0,0,25350.0,2,1,1.0
3,1,0,1,3,1,0,4,1,0,0,1,25350.0,2,0,2.0
2,1,0,1,0,2,0,4,1,0,0,3,25350.0,2,1,0.0
3,1,1,4,4,2,0,4,1,0,0,1,25350.0,2,0,8.0
2,1,1,1,0,2,0,4,1,0,0,1,25350.0,2,1,3.0
2,1,0,1,2,2,0,4,1,0,0,1,25350.0,2,0,2.0
2,1,0,1,0,2,0,4,1,0,0,1,25350.0,2,1,0.0
2,1,0,1,0,2,0,4,1,0,0,1,25350.0,2,1,0.0
2,1,0,1,2,1,0,2,1,0,0,1,93000.0,3,1,0.0
2,1,0,1,4,1,0,2,1,0,0,3,94500.0,3,1,5.0
2,1,2,1,4,1,0,2,1,0,0,1,94500.0,3,0,3.0
2,1,2,1,2,3,0,2,1,0,0,0,94500.0,3,1,1.0
2,1,2,4,3,2,0,2,1,0,0,0,93000.0,3,0,6.0
2,1,0,4,0,3,0,1,0,0,0,3,62000.0,3,0,6.0
2,1,0,1,4,3,0,1,0,0,0,1,62000.0,3,0,2.0
2,0,0,4,1,1,0,2,0,0,0,1,161126.0,4,1,7.0
3,0,0,2,1,1,1,2,0,0,0,1,161126.0,4,0,11.0
3,0,0,1,4,1,0,2,0,0,0,1,161126.0,4,0,2.0
2,0,0,1,4,1,0,0,0,0,0,1,64450.4,3,0,2.0
2,0,0,4,3,1,0,0,0,0,0,1,64450.4,3,1,7.0
2,0,1,1,1,1,0,2,0,0,0,1,161126.0,4,0,4.0
2,0,0,1,4,1,1,0,0,0,0,1,193351.2,4,0,5.0
2,1,0,2,4,1,0,0,0,0,0,1,193351.2,4,1,12.0
2,0,0,1,2,1,1,0,0,0,0,1,193351.2,4,0,1.0
2,1,0,1,2,1,1,1,0,0,0,1,64450.4,3,0,3.0
2,1,0,4,2,1,0,2,0,0,0,1,96675.6,3,1,10.0
2,0,0,1,2,4,0,0,0,1,0,1,60500.0,3,0,2.0
3,0,0,4,1,4,0,0,0,0,0,2,60500.0,3,1,9.0
3,0,0,4,1,4,0,0,0,0,0,1,181500.0,4,0,9.0
3,0,0,2,1,4,0,4,0,0,0,1,90750.0,3,0,13.0
2,0,0,1,1,1,0,4,0,0,0,1,90750.0,3,0,1.0
3,0,0,4,4,1,0,4,0,0,0,2,90750.0,3,0,10.0
3,2,0,4,2,1,0,0,0,0,0,1,181500.0,4,0,10.0
2,2,1,4,2,1,0,4,0,0,0,2,30250.0,2,0,8.0
3,2,0,4,3,1,0,4,0,0,0,1,30250.0,2,1,10.0
2,2,1,1,1,1,0,4,0,0,0,1,30250.0,2,0,5.0
2,1,0,1,3,1,0,4,0,0,0,1,30250.0,2,0,2.0
3,1,1,4,3,4,0,4,0,0,0,1,30250.0,2,1,7.0
2,1,0,2,0,2,0,4,0,0,0,1,30250.0,2,0,13.0
2,1,0,4,3,2,1,4,0,0,0,1,30250.0,2,0,10.0
3,2,0,4,0,2,1,4,0,0,0,1,30250.0,2,0,10.0
3,1,1,1,1,2,0,4,0,0,1,2,30250.0,2,1,5.0
3,1,0,1,2,2,0,0,0,0,1,1,90750.0,3,0,3.0
2,1,0,4,2,2,0,2,0,0,1,0,90750.0,3,1,6.0
2,0,0,2,2,1,0,0,0,0,1,1,155000.0,4,1,12.0
2,0,0,1,1,4,1,0,0,0,0,1,155000.0,4,0,3.0
2,2,0,2,2,1,0,1,0,0,1,1,155000.0,4,0,11.0
2,2,1,1,3,1,0,4,0,0,0,1,31000.0,2,0,4.0
2,0,0,4,4,1,0,2,0,0,0,1,93000.0,3,0,8.0
2,2,0,2,0,4,0,4,0,0,0,1,31000.0,2,1,11.0
3,2,0,4,0,4,0,4,0,0,0,1,31000.0,2,0,10.0
2,2,0,1,0,4,0,4,0,0,0,1,31000.0,2,1,4.0
2,2,0,4,0,4,0,4,0,0,0,1,31000.0,2,1,10.0
2,2,1,4,0,4,0,4,0,0,0,1,31000.0,2,0,7.0
2,2,0,4,0,4,0,4,0,0,0,1,31000.0,2,1,9.0
2,2,0,4,0,4,0,4,0,0,0,1,31000.0,2,1,8.0
3,2,0,4,3,4,0,4,0,0,1,1,31000.0,2,0,7.0
2,1,0,4,0,4,0,4,0,0,0,2,31000.0,2,0,7.0
2,1,1,1,2,1,0,4,0,0,0,3,31000.0,2,0,5.0
3,1,0,2,3,1,0,4,0,0,1,1,31000.0,2,0,11.0
2,1,0,4,3,1,0,4,0,0,0,1,31000.0,2,0,7.0
2,2,0,4,0,1,0,4,0,0,0,3,31000.0,2,1,10.0
2,1,0,4,3,1,0,4,0,0,0,1,31000.0,2,1,10.0
2,1,1,1,4,1,0,4,0,0,0,2,31000.0,2,0,5.0
2,1,0,4,0,1,0,4,0,0,0,1,31000.0,2,1,10.0
2,1,0,1,0,1,0,4,0,0,0,1,31000.0,2,1,2.0
2,1,0,4,0,1,0,4,0,0,0,0,31000.0,2,1,6.0
2,0,0,1,4,4,0,4,0,0,0,1,63000.0,3,0,5.0
3,2,0,1,4,1,1,1,0,0,0,1,157500.0,4,0,1.0
2,2,0,1,3,1,0,4,0,0,0,0,31500.0,2,0,5.0
3,2,1,1,4,4,0,4,0,0,0,3,31500.0,2,1,5.0
2,2,0,4,0,1,0,4,0,0,0,3,31500.0,2,1,7.0
3,2,0,1,1,1,1,1,0,0,0,1,157500.0,4,0,0.0
2,1,0,1,2,1,0,1,0,0,0,1,63000.0,3,1,5.0
3,1,0,1,2,1,0,2,0,0,1,1,94500.0,3,0,1.0
3,1,0,1,1,4,0,2,0,0,1,1,63000.0,3,1,1.0
2,2,1,4,0,4,0,4,0,0,1,1,19200.0,0,1,7.0
3,2,1,1,4,4,0,4,0,0,0,1,19200.0,0,0,3.0
2,2,0,1,0,4,1,4,0,0,0,1,19200.0,0,0,3.0
3,2,1,1,4,1,0,4,0,0,0,1,19200.0,0,1,3.0
2,2,0,1,3,1,0,4,0,0,0,2,19200.0,0,1,3.0
2,2,0,1,0,2,0,4,0,0,0,1,19200.0,0,1,5.0
2,2,1,1,2,2,0,4,0,0,0,1,19200.0,0,0,3.0
2,2,0,4,3,1,0,4,0,0,0,1,19200.0,0,0,6.0
2,2,0,1,2,4,0,4,0,0,0,1,19200.0,0,1,1.0
3,2,0,4,0,1,0,4,0,0,0,2,19200.0,0,0,9.0
2,2,0,4,0,4,0,4,0,0,0,3,19200.0,0,0,10.0
3,2,0,4,3,1,1,4,0,0,0,1,19200.0,0,0,7.0
3,2,1,1,2,1,0,4,0,0,0,2,19200.0,0,1,1.0
2,2,0,4,0,1,0,4,0,0,1,1,19200.0,0,1,10.0
2,2,0,4,0,2,0,4,0,0,0,2,19200.0,0,1,7.0
2,2,0,4,0,1,0,4,0,0,1,1,19200.0,0,1,10.0
2,1,1,4,0,1,0,4,0,0,1,1,19200.0,0,0,7.0
2,1,1,1,1,1,0,4,0,0,0,2,19200.0,0,0,2.0
2,1,0,1,2,1,0,4,0,0,0,1,19200.0,0,0,5.0
2,1,0,1,2,4,0,4,0,0,0,1,12800.0,0,0,5.0
2,1,0,4,0,1,0,4,0,0,0,0,12800.0,0,0,6.0
2,1,0,4,0,1,0,4,0,0,0,1,12800.0,0,1,10.0
3,1,0,4,0,1,1,4,0,0,0,1,19200.0,0,0,10.0
2,1,0,4,0,1,0,4,0,0,0,1,19200.0,0,0,10.0
2,1,1,4,3,4,0,4,0,0,0,1,12800.0,0,1,8.0
2,1,0,4,0,1,0,4,0,0,0,3,12800.0,0,1,7.0
2,1,0,4,0,1,0,4,0,0,0,2,19200.0,0,1,7.0
3,1,0,4,0,1,0,4,0,0,0,1,12800.0,0,0,10.0
2,1,0,4,0,1,0,4,0,0,0,1,19200.0,0,0,8.0
2,0,2,1,3,4,1,4,0,0,0,2,64000.0,3,0,3.0
2,0,2,4,0,1,0,4,0,0,0,1,64000.0,3,1,6.0
2,2,1,4,4,1,0,4,0,0,0,1,19200.0,0,1,8.0
3,2,1,1,2,1,0,4,0,0,0,1,19200.0,0,1,0.0
3,2,0,4,3,4,0,4,0,0,0,1,19200.0,0,1,8.0
2,2,0,4,0,1,0,4,0,0,0,3,19200.0,0,0,6.0
3,2,0,4,0,1,1,4,0,0,0,1,19200.0,0,0,9.0
2,0,2,1,0,1,0,4,0,0,0,1,64000.0,3,0,1.0
2,2,0,4,0,1,1,4,0,1,0,1,19200.0,0,0,7.0
2,2,0,4,0,1,0,4,0,0,0,2,19200.0,0,1,10.0
2,2,0,4,3,1,0,4,0,0,0,1,19200.0,0,1,9.0
2,2,0,1,4,1,0,1,0,0,0,1,64000.0,3,0,1.0
2,2,1,1,3,4,1,4,0,0,0,1,19200.0,0,0,4.0
2,2,0,2,0,4,0,4,0,0,0,2,19200.0,0,0,11.0
2,2,0,4,0,1,1,4,0,0,0,2,19200.0,0,0,8.0
2,2,0,1,3,1,0,4,0,0,0,2,19200.0,0,1,5.0
2,1,0,4,3,1,1,4,0,0,0,1,19200.0,0,0,9.0
2,1,0,4,0,1,0,4,0,0,0,1,19200.0,0,0,10.0
3,1,1,1,2,1,1,4,0,0,0,0,19200.0,0,0,3.0
3,1,1,1,3,1,0,4,0,0,0,3,19200.0,0,0,2.0
2,1,0,4,0,3,0,4,0,0,0,1,19200.0,0,0,8.0
3,1,0,4,3,4,0,4,0,0,0,1,19200.0,0,0,9.0
2,1,0,4,3,2,0,4,0,0,0,2,19200.0,0,0,9.0
2,2,0,1,4,1,0,2,0,0,0,2,97500.0,3,0,3.0
2,1,0,1,4,1,1,4,0,0,0,1,19500.0,0,0,1.0
3,1,0,1,3,1,0,4,0,0,0,1,19500.0,0,0,3.0
2,1,0,1,1,1,0,4,0,0,0,1,19500.0,0,0,4.0
3,0,0,1,3,2,1,0,0,0,0,0,66000.0,3,0,2.0
3,1,0,1,0,1,0,4,0,0,0,0,19200.0,0,0,0.0
2,2,0,1,2,1,0,4,0,0,0,2,19800.0,0,0,5.0
2,2,0,1,2,4,0,4,0,0,0,1,19800.0,0,0,5.0
2,2,0,1,0,4,0,4,0,0,0,3,19800.0,0,0,2.0
2,2,0,1,3,1,0,4,0,0,0,0,19800.0,0,0,1.0
2,1,0,1,2,1,0,4,0,0,0,1,19800.0,0,0,1.0
2,1,0,4,0,1,0,4,0,0,0,2,19800.0,0,1,7.0
3,2,1,1,1,1,0,4,0,0,1,1,19800.0,0,1,5.0
2,1,0,1,3,4,0,4,0,0,0,2,19800.0,0,1,5.0
3,2,0,1,0,4,0,4,0,0,0,2,19800.0,0,0,0.0
2,2,1,1,4,3,1,4,0,0,0,1,19800.0,0,0,3.0
3,2,0,1,3,3,1,4,0,0,0,1,19800.0,0,0,2.0
2,1,0,1,3,4,1,4,0,0,0,3,19800.0,0,0,5.0
2,1,0,1,2,4,0,4,0,0,0,1,19800.0,0,0,0.0
3,3,0,1,3,4,0,4,0,0,1,1,19800.0,0,0,2.0
2,3,0,1,2,1,0,4,0,0,0,1,19800.0,0,1,2.0
2,3,0,1,3,1,0,4,0,0,1,1,19800.0,0,1,5.0
2,3,0,1,0,1,0,4,0,0,0,1,19800.0,0,1,1.0
2,3,0,1,0,3,0,4,0,0,0,1,19800.0,0,1,4.0
3,2,0,1,2,4,1,2,0,0,0,1,101250.0,4,0,5.0
2,2,0,1,0,4,0,4,0,0,0,1,20250.0,1,0,5.0
2,2,0,1,3,1,0,4,0,0,0,3,20250.0,1,0,1.0
2,2,0,4,0,1,0,4,0,0,0,3,20250.0,1,1,10.0
2,1,0,1,4,1,0,4,0,0,0,0,20250.0,1,0,4.0
3,1,1,1,2,1,0,4,0,0,0,1,20250.0,1,0,3.0
2,1,0,1,1,1,0,4,0,0,0,1,20250.0,1,1,5.0
2,1,0,1,0,1,0,4,0,0,0,1,20250.0,1,1,3.0
2,1,0,1,1,1,1,4,0,0,0,3,47250.0,2,0,0.0
2,3,0,1,2,1,0,4,0,0,0,1,20250.0,1,0,4.0
2,3,0,1,3,4,0,4,0,0,0,1,20250.0,1,1,4.0
2,3,0,1,2,1,1,4,0,0,0,2,20250.0,1,0,1.0
2,3,0,4,3,1,0,4,0,0,0,0,20250.0,1,0,6.0
3,0,2,1,3,1,0,3,0,0,0,3,4503600.0,5,0,1.0
2,0,0,1,0,4,0,4,0,0,1,1,20850.0,1,1,1.0
2,3,0,4,0,4,0,4,0,0,1,1,20250.0,1,0,8.0
2,2,0,1,0,4,0,4,0,0,0,0,20850.0,1,1,1.0
3,2,0,1,3,4,0,4,0,0,1,1,20850.0,1,0,4.0
2,1,0,1,0,1,0,4,0,0,0,1,20850.0,1,0,1.0
2,1,0,1,3,1,0,4,0,0,0,1,20850.0,1,1,2.0
2,2,0,1,0,1,0,4,0,0,0,0,20850.0,1,0,5.0
2,0,0,1,2,1,0,4,0,0,0,1,20850.0,1,0,1.0
2,0,0,1,3,1,0,4,0,0,0,2,20850.0,1,0,1.0
2,1,1,1,3,1,0,4,0,0,0,3,20850.0,1,0,0.0
2,1,0,1,4,1,0,4,0,0,0,2,20850.0,1,0,2.0
2,1,1,1,3,4,0,4,0,0,0,1,20850.0,1,0,1.0
2,1,0,1,3,2,0,4,0,0,0,1,20850.0,1,0,0.0
2,1,0,1,2,2,0,4,0,0,0,1,20850.0,1,0,4.0
2,1,0,1,3,2,0,4,0,0,0,1,20850.0,1,1,1.0
3,1,0,1,2,2,0,4,0,0,0,1,20850.0,1,0,2.0
2,1,0,1,3,2,0,4,0,0,0,1,20850.0,1,1,5.0
3,1,0,4,0,2,0,4,0,0,0,2,20850.0,1,0,6.0
2,2,0,4,2,4,0,4,0,0,0,1,14100.0,0,1,10.0
3,1,0,1,3,1,0,4,0,0,0,2,21150.0,1,0,1.0
3,2,0,1,2,1,0,4,0,0,0,1,14100.0,0,0,2.0
3,2,0,1,2,1,1,4,0,0,0,1,14100.0,0,0,4.0
3,2,0,1,0,4,0,4,0,0,0,0,14100.0,0,0,2.0
3,3,0,1,4,4,0,4,0,0,0,1,21150.0,1,0,3.0
3,1,1,1,1,4,0,4,0,0,0,1,21150.0,1,0,1.0
3,1,1,2,3,4,0,4,0,0,0,3,21150.0,1,1,11.0
2,1,0,1,2,4,1,4,0,0,0,2,21150.0,1,0,2.0
2,1,0,1,3,4,1,4,0,0,0,1,21150.0,1,0,1.0
2,1,0,1,0,4,0,4,0,0,0,3,21150.0,1,1,1.0
2,1,1,1,3,4,1,4,0,0,0,2,21150.0,1,0,0.0
2,1,0,1,3,4,0,4,0,0,0,1,21150.0,1,1,2.0
3,1,0,1,3,1,1,4,0,0,0,1,21150.0,1,0,5.0
3,1,0,1,3,1,0,4,0,0,0,3,21150.0,1,0,3.0
2,0,0,1,0,1,0,4,0,0,0,3,21900.0,1,0,4.0
2,2,0,1,3,1,0,4,0,0,0,2,21900.0,1,1,3.0
2,2,0,1,3,1,1,4,0,0,0,1,21900.0,1,0,2.0
3,1,0,1,0,1,0,4,0,0,0,1,14600.0,0,0,1.0
2,1,0,1,3,1,0,4,0,0,0,1,14600.0,0,1,3.0
3,1,0,1,0,1,0,4,0,0,0,2,14600.0,0,0,1.0
2,1,0,1,0,4,0,4,0,0,1,1,15000.0,0,1,3.0
2,3,0,1,2,1,0,4,0,0,0,2,15000.0,0,1,3.0
3,3,0,4,0,1,0,4,0,0,0,0,22500.0,1,0,8.0
2,0,0,1,1,4,0,4,0,0,0,1,23250.0,1,1,2.0
3,0,0,1,4,1,0,0,0,0,0,1,93000.0,3,1,3.0
2,1,0,1,3,1,0,0,0,0,0,0,155000.0,4,1,3.0
2,0,2,1,2,1,0,0,0,1,0,3,157500.0,4,1,4.0
2,0,0,1,3,1,0,0,0,0,1,2,157500.0,4,1,2.0
2,0,2,1,0,1,0,0,0,0,0,0,157500.0,4,0,4.0
2,0,0,1,0,1,0,0,0,0,0,1,64450.4,3,1,4.0
3,0,1,4,0,3,0,4,0,0,0,0,17850.0,0,0,6.0
3,0,1,4,3,3,0,4,0,0,0,1,17850.0,0,0,9.0
2,0,0,1,0,3,0,4,0,0,0,1,17850.0,0,1,0.0
3,0,0,1,0,4,0,4,0,0,0,2,17850.0,0,0,3.0
2,0,0,1,3,4,0,4,0,0,0,2,17850.0,0,1,4.0
2,0,0,1,0,1,0,4,0,0,0,2,17850.0,0,1,0.0
2,0,0,1,0,0,0,4,0,0,0,2,17850.0,0,0,1.0
2,0,0,4,0,1,0,4,0,0,0,1,96675.6,3,0,8.0
3,2,0,1,0,1,0,1,0,0,0,1,161126.0,4,0,4.0
2,2,0,1,0,1,0,4,0,0,0,1,29750.0,2,0,5.0
2,2,0,1,3,1,0,4,0,0,0,2,29750.0,2,1,3.0
2,2,0,1,0,4,1,4,0,0,0,3,29750.0,2,0,5.0
2,1,0,1,1,2,0,1,0,0,0,0,64450.4,3,0,2.0
2,1,0,1,0,4,0,0,0,0,0,1,193351.2,4,1,3.0
3,1,0,1,1,0,0,0,0,0,0,1,64450.4,3,0,0.0
2,2,0,1,0,4,0,4,0,0,0,1,29750.0,2,1,3.0
2,2,0,4,0,4,0,4,0,0,0,0,29750.0,2,0,8.0
3,2,2,1,2,1,0,1,0,0,0,1,151250.0,4,0,4.0
3,0,0,1,3,4,0,4,0,0,0,0,12600.0,0,0,1.0
2,0,0,1,0,1,0,4,0,0,0,1,12600.0,0,1,4.0
2,0,0,1,0,4,0,4,0,0,0,3,12600.0,0,1,2.0
3,0,0,1,3,4,0,4,0,0,0,1,12600.0,0,0,1.0
2,0,0,1,0,4,0,4,0,0,0,3,12600.0,0,1,2.0
2,0,0,1,0,4,0,4,0,0,0,1,12600.0,0,1,0.0
2,1,0,1,0,1,0,4,0,0,0,1,12600.0,0,1,2.0
2,1,0,1,3,4,0,4,0,0,0,1,12600.0,0,1,5.0
2,3,0,1,0,4,0,4,0,0,0,2,12600.0,0,0,0.0
2,2,0,1,3,4,0,4,0,0,0,1,19200.0,0,1,4.0
2,2,0,1,0,4,0,4,0,0,0,3,19200.0,0,0,1.0
2,2,0,1,3,1,0,4,0,0,0,3,19200.0,0,0,1.0
2,2,0,4,3,4,0,4,0,0,0,3,19200.0,0,1,6.0
2,0,0,1,3,4,0,0,0,0,0,3,193351.2,4,1,3.0
3,0,0,1,2,1,0,0,0,0,0,1,193351.2,4,0,5.0
3,2,0,1,2,1,0,0,0,0,0,0,64450.4,3,0,3.0
2,2,0,4,0,4,0,4,0,0,0,1,29750.0,2,1,6.0
2,2,0,4,0,1,0,4,0,0,0,3,29750.0,2,0,9.0
2,2,0,4,0,4,1,4,0,0,0,2,29750.0,2,0,6.0
2,2,1,1,0,1,0,4,0,1,0,1,29750.0,2,1,4.0
2,2,0,1,3,1,0,4,0,0,1,1,29750.0,2,0,3.0
2,2,0,1,3,1,1,4,0,0,0,1,29750.0,2,0,2.0
3,2,0,4,0,1,0,4,0,0,0,1,29750.0,2,0,9.0
2,2,0,4,0,1,1,4,0,0,0,3,29750.0,2,0,6.0
2,2,1,1,4,2,0,4,0,0,1,1,29750.0,2,1,5.0
2,2,0,4,3,1,0,4,0,0,1,1,29750.0,2,0,7.0
3,1,0,1,1,1,1,0,0,0,1,1,193351.2,4,0,4.0
2,1,0,4,4,1,0,4,0,0,1,1,193351.2,4,0,6.0
2,0,0,1,4,1,0,0,0,0,0,3,181500.0,4,0,0.0
3,1,0,1,1,4,0,0,0,0,0,1,181500.0,4,0,4.0
3,1,0,1,1,0,0,1,0,0,0,1,60500.0,3,1,1.0
2,3,1,1,1,2,0,4,0,0,0,1,18150.0,0,0,5.0
3,3,1,1,3,3,0,4,0,0,0,3,18150.0,0,0,5.0
2,3,0,1,0,4,0,4,0,0,0,0,18150.0,0,0,1.0
2,3,0,1,0,4,0,4,0,0,0,1,18150.0,0,1,4.0
3,3,1,1,1,4,0,4,0,0,0,1,18150.0,0,0,0.0
2,3,1,1,3,4,0,4,0,0,0,1,18150.0,0,0,5.0
2,3,0,1,0,3,0,4,0,0,0,1,18150.0,0,1,4.0
2,3,0,1,0,4,0,4,0,0,0,1,18150.0,0,0,1.0
2,3,0,4,0,1,0,4,0,0,0,0,18150.0,0,1,8.0
2,0,0,4,4,1,1,2,0,0,1,1,90750.0,3,0,7.0
3,0,2,1,3,1,0,0,0,0,1,1,155000.0,4,0,2.0
2,0,2,4,3,4,0,2,0,0,1,1,93000.0,3,0,7.0
2,0,0,4,3,4,0,0,0,0,1,1,155000.0,4,0,7.0
3,0,2,4,2,4,0,4,0,0,1,1,93000.0,3,0,7.0
2,0,2,1,3,1,1,0,0,1,0,1,62000.0,3,0,3.0
2,2,0,4,0,1,0,4,0,0,0,1,31000.0,2,1,6.0
2,2,0,4,0,1,0,4,0,0,0,1,31000.0,2,0,9.0
3,1,0,1,2,4,0,4,0,0,0,1,31000.0,2,0,5.0
2,1,0,1,0,4,0,4,0,0,0,3,31000.0,2,1,3.0
3,1,2,1,4,2,0,0,0,0,0,1,62000.0,3,0,5.0
2,1,2,1,0,2,1,0,0,0,0,0,62000.0,3,0,1.0
2,1,2,4,2,2,0,1,0,0,0,1,62000.0,3,0,6.0
2,3,1,1,2,2,0,4,0,0,0,1,18600.0,0,0,3.0
3,3,1,1,3,1,0,4,0,0,0,1,18600.0,0,1,4.0
2,3,0,1,4,4,0,4,0,0,0,1,18600.0,0,1,2.0
2,3,0,1,1,4,0,4,0,0,0,2,18600.0,0,0,1.0
3,3,0,4,4,0,0,4,0,0,0,1,18600.0,0,0,6.0
2,0,0,1,0,1,1,0,0,0,0,1,96000.0,3,0,3.0
3,0,0,4,1,1,1,0,0,0,0,2,160000.0,4,0,7.0
3,0,0,1,2,1,0,1,0,0,0,1,64000.0,3,0,3.0
3,0,0,1,1,4,0,4,0,0,0,1,64000.0,3,1,1.0
2,2,0,1,3,4,0,4,0,0,0,1,19200.0,0,1,3.0
3,2,1,1,0,4,0,4,0,0,0,1,19200.0,0,0,5.0
3,2,1,1,4,4,0,4,0,0,0,1,19200.0,0,0,2.0
2,2,0,4,0,4,0,4,0,0,0,1,19200.0,0,1,6.0
2,2,1,1,0,4,0,4,0,0,0,1,19200.0,0,1,1.0
2,2,0,4,0,4,0,4,0,0,0,1,19200.0,0,0,8.0
2,2,0,1,3,1,0,4,0,0,0,1,19200.0,0,0,3.0
2,2,0,1,0,2,0,4,0,0,0,2,19200.0,0,0,3.0
2,2,0,1,3,4,0,4,0,0,0,0,19200.0,0,0,3.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,0,2.0
2,2,0,1,0,1,0,4,0,0,0,0,19200.0,0,1,5.0
2,0,0,1,3,1,1,0,0,0,0,2,160000.0,4,0,4.0
2,2,0,1,3,1,0,4,0,0,0,0,19200.0,0,1,4.0
2,2,0,1,3,2,1,4,0,0,0,1,19200.0,0,0,2.0
2,2,0,1,0,4,1,4,0,0,0,1,19200.0,0,0,5.0
2,1,0,1,2,4,0,0,0,0,0,1,64000.0,3,0,1.0
3,1,0,1,2,4,1,0,0,0,0,1,64000.0,3,0,4.0
2,1,0,1,2,4,0,0,0,0,0,1,64000.0,3,0,1.0
2,1,1,1,2,4,0,4,0,0,0,1,12800.0,0,0,1.0
2,1,1,1,4,4,0,4,0,0,0,1,12800.0,0,0,1.0
2,1,0,4,0,4,0,4,0,0,0,1,12800.0,0,0,7.0
2,1,0,4,0,1,0,4,0,0,0,3,12800.0,0,0,6.0
2,1,1,1,4,1,1,4,0,0,0,2,12800.0,0,0,5.0
2,1,0,1,2,1,0,4,0,0,0,1,12800.0,0,1,1.0
2,1,0,1,2,1,0,4,0,0,0,1,12800.0,0,0,4.0
2,1,0,1,0,1,0,4,0,0,0,2,12800.0,0,0,2.0
2,1,0,1,0,1,0,4,0,0,0,0,12800.0,0,1,4.0
2,1,0,1,4,1,1,2,0,0,0,1,96000.0,3,0,1.0
2,1,2,4,0,1,1,2,0,0,0,3,96000.0,3,0,6.0
2,1,2,2,4,2,0,2,0,0,0,1,96000.0,3,1,13.0
2,1,2,4,0,4,0,2,0,0,0,0,64000.0,3,0,6.0
2,1,0,4,0,4,0,4,0,0,0,1,12800.0,0,0,6.0
2,1,0,1,0,1,1,4,0,0,0,2,12800.0,0,0,3.0
2,1,1,1,3,1,0,4,0,0,0,2,12800.0,0,1,5.0
2,0,0,1,1,1,1,4,0,0,0,1,64000.0,3,0,4.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,1,3.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,0,0.0
2,0,2,1,0,1,0,2,0,0,0,1,755494.4,4,1,5.0
2,2,0,1,3,1,0,4,0,0,0,1,19200.0,0,0,4.0
3,2,0,1,4,1,0,0,0,1,0,1,160000.0,4,0,3.0
3,2,0,1,4,1,0,1,0,0,0,1,64000.0,3,0,5.0
2,2,0,1,0,1,0,1,0,0,0,3,64000.0,3,0,5.0
3,2,1,1,0,4,0,4,0,0,0,1,19200.0,0,1,3.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,0,1.0
2,2,0,1,3,1,0,4,0,0,0,1,19200.0,0,0,2.0
3,2,0,1,3,1,0,4,0,0,0,1,19200.0,0,0,1.0
2,2,0,1,0,1,0,4,0,0,0,1,19200.0,0,0,4.0
3,1,0,4,4,1,0,4,0,0,0,2,96000.0,3,0,9.0
3,1,0,1,1,4,0,2,0,0,0,1,64000.0,3,0,1.0
